reportDate,targetPrice,stockCode,hiddenOpinion,reportTitle,analystName,surfaceOpinion,firmName
2022-10-27,52000,086790,0.9776226878166199,삼박자가 어우러진 서프라이즈,나민욱,Buy,DS투자증권
2022-10-27,52000,086790,0.9776226878166199,삼박자가 어우러진 서프라이즈,김수현,Buy,DS투자증권
2022-10-27,430000,011070,0.25464141368865967,전기전자 섹터 내 담보된 실적,권태우,Buy,DS투자증권
2022-10-27,800000,006400,0.9512162804603577,전지사업 마진 10%라는 놀라운 수익성,구성중,Buy,DS투자증권
2022-11-03,130000,000150,0.819842517375946,우크라이나 전쟁 여파에도 실적 호조 지속,미검출,Buy,DS투자증권
2022-11-03,24000,323410,0.8848119974136353,플랫폼과 신사업 기대감 충족이 필요,나민욱,Buy,DS투자증권
2022-11-03,24000,323410,0.8848119974136353,플랫폼과 신사업 기대감 충족이 필요,김수현,Buy,DS투자증권
2022-11-04,70000,035720,0.054417431354522705,겨울이 온다,구성중,Buy,DS투자증권
2022-11-08,270000,035420,0.5950866937637329,본사업 강화와 비용절감으로 경기둔화 대응,구성중,Buy,DS투자증권
2022-11-09,130000,000150,0.8830909132957458,NDR 후기  EV향 전장 소재 사업 본격화,미검출,Buy,DS투자증권
2022-11-10,380000,066970,0.9797512888908386,미국으로 간다,구성중,Buy,DS투자증권
2022-12-28,600000,373220,0.17263786494731903,4Q22 마진보다 중요한 것은 2023년 수요,구성중,Buy,DS투자증권
2023-01-05,430000,011070,0.5350673794746399,"낮아지는 기저, 부담 없는 멀티플",권태우,Buy,DS투자증권
2023-01-05,160000,009150,0.06926023960113525,악재에 둔감해지면 반등은 강해진다,권태우,Buy,DS투자증권
2023-01-09,120000,066570,0.07683483511209488,"23년 낮아진 눈높이, 수익성 회복에 주목",권태우,Buy,DS투자증권
2023-01-10,600000,373220,0.06312748044729233,예상보다 컸던 일회성 비용,구성중,Buy,DS투자증권
2023-01-18,70000,035720,0.11208084225654602,골이 깊으면 산도 높다,구성중,Buy,DS투자증권
2023-01-26,170000,009150,0.8164836764335632,"유독 추웠던 겨울, 봄을 기다리며",권태우,Buy,DS투자증권
2023-01-27,360000,011070,0.08527027815580368,2023년 증익 방향성 유효,권태우,Buy,DS투자증권
2023-01-30,120000,066570,0.31207212805747986,1분기 비용 개선 효과 및 성수기 진입,권태우,Buy,DS투자증권
2023-01-30,230000,003670,0.19991429150104523,단기 조정에도 불구하고 장기 업황은 매력적,구성중,Buy,DS투자증권
2023-01-30,600000,373220,0.13182887434959412,예상보다 공격적인 시장 전망,구성중,Buy,DS투자증권
2023-01-31,890000,006400,0.9811660647392273,달라지는 업황에 따른 기대감,구성중,Buy,DS투자증권
2023-02-06,270000,035420,0.29451069235801697,수익성 강화 기조 유지,구성중,Buy,DS투자증권
2023-02-08,70000,105560,0.26930832862854004,주주환원 기대에 부합,나민욱,Buy,DS투자증권
2023-02-10,16000,316140,0.978084146976471,돋보이는 주주환원 의지,나민욱,Buy,DS투자증권
2023-02-10,140000,000150,0.9101465940475464,밸류와 모멘텀 재확인,김수현,Buy,DS투자증권
2023-02-10,62000,086790,0.9523456692695618,전향적인 주주환원 스탠스,나민욱,Buy,DS투자증권
2023-02-13,32000,323410,0.8900500535964966,성장 모색의 원년,나민욱,Buy,DS투자증권
2023-02-13,80000,035720,0.9746277928352356,우려보다 양호했던 수익성,구성중,Buy,DS투자증권
2023-02-14,380000,066970,0.9775092601776123,가이던스 상향으로 저평가 요인이 해소되는 중,구성중,Buy,DS투자증권
2023-03-02,390000,066970,0.9807659387588501,테슬라로 간다,구성중,Buy,DS투자증권
2023-03-10,160000,000150,0.9738712906837463,로보틱스 가치 반영하여 목표주가 상향,김수현,매수,DS투자증권
2023-04-05,170000,009150,0.9090348482131958,겨울이 지나고 봄이 오고 있다,권태우,매수,DS투자증권
2023-04-10,700000,373220,0.9791821241378784,AMPC 반영으로 기대치 크게 상회,구성중,Buy,DS투자증권
2023-04-12,205000,068270,0.9012532830238342,1Q23 Pre  램시마 SC로 이익률 개선 전망,김민정,매수,DS투자증권
2023-04-12,1000000,207940,0.6972073912620544,1Q23 Pre  하반기 실적 성장 본격화,김민정,매수,DS투자증권
2023-04-13,74000,000100,0.9165166020393372,1Q23 Pre  양호한 실적과 R&D 기대감,김민정,매수,DS투자증권
2023-04-14,108000,003550,0.8880342841148376,적극적인 주주정책에 대한 주주 요구 가능성,김수현,매수,DS투자증권
2023-04-21,110000,033780,0.08578690141439438,"금연, 오히려 좋아",장지혜,매수,DS투자증권
2023-04-21,160000,000150,0.9483111500740051,로보틱스 20% 이상 고성장 지속,김수현,매수,DS투자증권
2023-04-25,1100000,207940,0.9824476838111877,1Q23 Re  2023년에도 성장은 지속될 것,김민정,Buy,DS투자증권
2023-04-25,16000,316140,0.9572630524635315,기대치를 상회하는 실적,나민욱,Buy,DS투자증권
2023-04-27,74000,000100,0.9783865213394165,1Q23 Re  기대되는 2023년,김민정,매수,DS투자증권
2023-04-27,360000,011070,0.28404417634010315,곧 하반기가 온다,권태우,매수,DS투자증권
2023-04-27,750000,373220,0.9792371988296509,실적이 좋았고 전망도 좋다,구성중,매수,DS투자증권
2023-04-27,170000,009150,0.20336630940437317,유의미한 가동률 개선,권태우,매수,DS투자증권
2023-04-28,390000,003670,0.9495487213134766,미국 진출의 최대 수혜자,구성중,매수,DS투자증권
2023-04-28,890000,006400,0.9638353586196899,볼륨 세그먼트로 포트폴리오 다변화 움직임,구성중,매수,DS투자증권
2023-04-28,150000,066570,0.5585742592811584,"스타트가 좋은 2023년, 전장 부문도 오케이",권태우,매수,DS투자증권
2023-05-03,13000,024110,0.41951605677604675,선제적 충당금 적립으로 기대치 하회,나민욱,Buy,DS투자증권
2023-05-04,32000,323410,0.9424223899841309,이익 체력 레벨 업,나민욱,매수,DS투자증권
2023-05-08,80000,035720,0.03361320123076439,실적 눈높이는 낮추나 하반기 회복기조는 유지,구성중,매수,DS투자증권
2023-05-08,160000,000150,0.7911843657493591,예상치를 크게 상회한 실적,김수현,매수,DS투자증권
2023-05-09,270000,035420,0.03361964225769043,견조한 마진이 확인되며 매력도 상승,구성중,매수,DS투자증권
2023-05-12,370000,066970,0.026666341349482536,실적모멘텀은 지연되나 방향성은 유효,구성중,매수,DS투자증권
2023-05-15,150000,028260,0.9625616073608398,상속세 납부 과정에서 주가 부양 의지 확인,김수현,매수,DS투자증권
2023-05-18,110000,001040,0.22425545752048492,외국인 인바운드 수혜인 올리브영 성장 확인,김수현,매수,DS투자증권
2023-05-25,14000,007660,0.2357054501771927,"중장기 성장성 유효, 높아진 이익의 하방",권태우,매수,DS투자증권
2023-07-03,1100000,207940,0.5133833885192871,2Q23Pre  안정적인 본업 성장,김민정,매수,DS투자증권
2023-07-04,390000,011070,0.07247892767190933,부각되는 실적 안정성,권태우,매수,DS투자증권
2023-07-10,750000,373220,0.057235125452280045,실적은 기대치 하회. 관건은 수요 확인,구성중,매수,DS투자증권
2023-07-12,85000,000100,0.9835222959518433,영업이익 구조적 성장  기업가치 재평가 시점,김민정,매수,DS투자증권
2023-07-27,1100000,207940,0.9845893979072571,2Q23Re  빠르게 다가올 4공장 매출,김민정,매수,DS투자증권
2023-07-27,70000,105560,0.9386568069458008,독보적인 행보 지속,나민욱,매수,DS투자증권
2023-07-27,210000,009150,0.953278660774231,본업 좋아지고 있고 신규는 안정성을 찾아간다,권태우,매수,DS투자증권
2023-07-27,150000,028260,0.9451444745063782,우수한 실적과 적극적인 주주환원 겸비,김수현,매수,DS투자증권
2023-07-27,390000,011070,0.9467346668243408,유효한 이익 모멘텀,권태우,매수,DS투자증권
2023-07-28,48000,055550,0.5395461916923523,무엇보다 자본 관리에 중점,나민욱,매수,DS투자증권
2023-07-28,150000,066570,0.28583812713623047,불확실한 환경에도 뚜렷해지는 방향성,권태우,매수,DS투자증권
2023-07-31,85000,000100,0.9688137769699097,2Q23Re  R&D 모멘텀에 호실적 달성까지,김민정,매수,DS투자증권
2023-07-31,150000,000150,0.8956762552261353,실적 호조 지속 대비 과도한 주가 하락,김수현,매수,DS투자증권
2023-08-01,56000,086790,0.1764070838689804,기대치 하회에도 배당 매력은 여전,나민욱,매수,DS투자증권
2023-08-01,16000,316140,0.6661838889122009,대규모 일회성 요인으로 기대치 하회,나민욱,매수,DS투자증권
2023-08-03,32000,323410,0.9715231657028198,하반기는 마진 방어가 관건,나민욱,매수,DS투자증권
2023-08-16,205000,068270,0.36461055278778076,2Q23Re  모멘텀은 아직 유효하다,김민정,Buy,DS투자증권
2023-09-11,130000,001040,0.7104604244232178,결국 중국 인바운드 최대 수혜는 올리브영,김수현,매수,DS투자증권
2023-09-12,12000,010140,0.5083776116371155,탐방노트   슈퍼 사이클 초입 감지,양형모,매수,DS투자증권
2023-09-12,210000,009150,0.03928680345416069,확대되는 전장용 MLCC 수요와 라인 증설,권태우,매수,DS투자증권
2023-10-10,950000,207940,0.9739850759506226,3Q23Pre  지속되는 가이던스 상향,김민정,매수,DS투자증권
2023-10-11,150000,066570,0.9321449995040894,3분기 서프라이즈 시현,권태우,매수,DS투자증권
2023-10-18,110000,033780,0.8200013637542725,글로벌 존재감 상승 중,장지혜,매수,DS투자증권
2023-10-19,150000,028260,0.9564635157585144,3Q23F Preview  실적 호조 지속,김수현,매수,DS투자증권
2023-10-26,40000,042660,0.7329315543174744,수주잔고 내 저선가 선박 비중 18%,양형모,매수,DS투자증권
2023-10-26,170000,028260,0.959089457988739,적극 매수해야 하는 밸류와 이익 창출 능력,김수현,매수,DS투자증권
2023-10-27,160000,329180,0.05935190990567207,곧 현실화될 탱커 수주,양형모,매수,DS투자증권
2023-10-27,115000,010620,0.7335116267204285,내년 2분기 빠른 턴어라운드 기대,양형모,매수,DS투자증권
2023-10-27,16000,316140,0.9737242460250854,리스크 해소는 긍정적,나민욱,매수,DS투자증권
2023-10-30,160000,009150,0.07804673165082932,"개선 방향성 유지, 회복 속도가 관건",권태우,매수,DS투자증권
2023-10-30,12000,010140,0.9179021120071411,맏형은 내가 맡는다,양형모,매수,DS투자증권
2023-10-30,14000,024110,0.959889829158783,배당에 대한 기대는 지속,나민욱,매수,DS투자증권
2023-10-30,300000,011070,0.05081286281347275,악재보다는 호재에 민감한 시기,권태우,매수,DS투자증권
2023-10-30,48000,055550,0.8316451907157898,일회성 감안 시 안정적 경상 체력,미검출,매수,DS투자증권
2023-10-30,56000,086790,0.9429246187210083,일회성 요인에도 선방했던 실적,미검출,매수,DS투자증권
2023-10-31,100000,010120,0.06023164093494415,전력 인프라 성장 지속되는 중,안주원,매수,DS투자증권
2023-11-01,70000,000100,0.3037050664424896,3Q23Re  지금 웅크림은 '24년에 뛰기 위함,김민정,매수,DS투자증권
2023-11-01,32000,009830,0.05614171922206879,아직 급하지 않은 태양광,안주원,중립,DS투자증권
2023-11-02,260000,034730,0.9069604873657227,대주주와 소액 주주가 한 배를 타는 그룹,김수현,매수,DS투자증권
2023-11-03,110000,000150,0.15787765383720398,집 나간 자식도 자식이다,김수현,매수,DS투자증권
2023-11-10,32000,323410,0.9497895836830139,예상을 상회하는 호실적,미검출,매수,DS투자증권
2023-11-15,135000,001040,0.9644757509231567,모두가 웃었다,김수현,매수,DS투자증권
2023-11-16,40000,007660,0.17476466298103333,"명확한 실적 방향성, 역대 최대 실적을 향하여",권태우,매수,DS투자증권
2023-11-29,400000,128940,0.4806689918041229,탄탄한 실적과 R&D 역량 보유 기업,김민정,매수,DS투자증권
2023-11-30,56000,377300,0.979488730430603,파이프 라인은 완성! 이제 시작이다,미검출,매수,DS투자증권
2024-01-05,99000,005930,0.9800334572792053,4Q23 Preview  DRAM 턴어라운드,이수림,매수,DS투자증권
2024-01-09,220000,018260,0.5796729922294617,기업형 AI 시장 개화의 대표 수혜주,나민욱,매수,DS투자증권
2024-01-10,99000,005930,0.0846584364771843,"재고 정상화, 아쉬운 비메모리",이수림,매수,DS투자증권
2024-01-17,290000,012330,0.18726195394992828,가는 길 그대로,최태용,매수,DS투자증권
2024-01-17,250000,005380,0.8459428548812866,앞으로도 견조할 이익 레벨,최태용,매수,DS투자증권
2024-01-17,120000,000270,0.4226103127002716,호실적 후 실적은 ,최태용,매수,DS투자증권
2024-01-23,153000,000660,0.8833325505256653,4Q23 Preview  시장을 앞서가는 실적,이수림,매수,DS투자증권
2024-01-25,950000,207940,0.8774047493934631,‘24년 비용 증가는 불가피할 것으로 전망,김민정,매수,DS투자증권
2024-01-26,168000,000660,0.9688825011253357,4Q23 Review  Good is good,이수림,매수,DS투자증권
2024-01-26,250000,005380,0.46383795142173767,Mix to Max,최태용,매수,DS투자증권
2024-01-26,220000,018260,0.9543981552124023,견조한 성장 동력 확인,나민욱,매수,DS투자증권
2024-01-26,120000,000270,0.46346914768218994,주주환원으로 마무리,최태용,매수,DS투자증권
2024-01-29,290000,012330,0.7224012017250061,양생 중입니다,최태용,매수,DS투자증권
2024-01-31,100000,010120,0.42074328660964966,"견고한 전력인프라, 충분히 조정받은 주가",안주원,매수,DS투자증권
2024-02-01,170000,028260,0.9131208062171936,예상보다 빠르게 진행되는 자사주 소각,김수현,매수,DS투자증권
2024-02-01,56000,086790,0.8244789838790894,예상을 상회하는 주주환원,나민욱,매수,DS투자증권
2024-02-01,99000,005930,0.9776629209518433,유연한 시장 대응으로 수익성 개선에 집중할 것,이수림,매수,DS투자증권
2024-02-02,,006260,0.8006809949874878,해저케이블 매출 증가와 0.3조원 이익의 MnM,양형모,없음,DS투자증권
2024-02-05,110000,003550,0.8439419865608215,그룹의 가치 제고 요구 증가,김수현,매수,DS투자증권
2024-02-05,270000,035420,0.9486972689628601,양호한 흐름과 기대되는 24년,나민욱,매수,DS투자증권
2024-02-05,140000,001040,0.8685625791549683,장기간의 주가 하락과 올리브영의 폭발적 성장,김수현,매수,DS투자증권
2024-02-07,18000,316140,0.9572423696517944,대규모 비용 반영 Vs. 주주환원 가시성 제고,나민욱,매수,DS투자증권
2024-02-07,56000,377300,0.25585097074508667,아쉬움은 있으나 방향성을 보자,나민욱,매수,DS투자증권
2024-02-08,38000,323410,0.9419278502464294,기대를 뛰어 넘는 ‘플랫폼’ 은행,나민욱,매수,DS투자증권
2024-02-08,77000,105560,0.9748742580413818,주주환원은 업계 Top 수준,나민욱,매수,DS투자증권
2024-02-13,51000,055550,0.9798830151557922,높아진 주주환원 기대,나민욱,매수,DS투자증권
2024-02-19,74000,035720,0.9735661149024963,Top과 Bottom 모두 양호했던 실적,나민욱,매수,DS투자증권
2024-02-23,12000,010140,0.8493028879165649,"확보된 캐쉬플로우 개선, 수주 증가, 실적 성장",양형모,매수,DS투자증권
2024-02-23,32000,009830,0.060116205364465714,힘든 시기를 보내고 있는 태양광,안주원,중립,DS투자증권
2024-02-29,300000,005380,0.9762932062149048,정책적 기대감 지속,최태용,매수,DS투자증권
2024-03-08,135000,000150,0.9654576778411865,전자 BG 부문 가치 상향 조정,김수현,매수,DS투자증권
2024-03-15,140000,001040,0.9195063710212708,"올리브영, 24년이 지배구조 변화의 원년",김수현,매수,DS투자증권
2024-04-02,1000000,207940,0.9707839488983154,1Q24 Pre  업황개선으로 멀티플 하락 우려 해소,김민정,매수,DS투자증권
2024-04-05,35000,042660,0.3958386480808258,예상보다 빨라진 이익 턴어라운드 - 비중확대 근거,양형모,매수,DS투자증권
2024-04-08,109000,005930,0.9192308783531189,NAND의 기적 (Feat. 충당금 환입),이수림,매수,DS투자증권
2024-04-11,400000,128940,0.9479684829711914,1Q24 Pre. 서쪽에서 불어오는 호실적의 바람,김민정,매수,DS투자증권
2024-04-25,1000000,207940,0.947172224521637,1Q24Re  안정적인 성장,김민정,매수,DS투자증권
2024-04-25,190000,028260,0.9340681433677673,건설 부문 역대 최대 수준의 실적 기록,김수현,매수,DS투자증권
2024-04-25,270000,011070,0.6255848407745361,성공적으로 꿴 24년 첫 단추,조대형,매수,DS투자증권
2024-04-25,42000,042660,0.9619839787483215,예견된 실적 턴어라운드와 리레이팅,양형모,매수,DS투자증권
2024-04-26,115000,010620,0.4357275366783142,PC선 업사이클 전 지금은 매수 시기,양형모,매수,DS투자증권
2024-04-26,84000,105560,0.9437639117240906,기대에 부흥하는 ‘주주환원 리딩’ 뱅크,나민욱,매수,DS투자증권
2024-04-26,32000,009830,0.0386744886636734,바닥 잡아가는 태양광,안주원,매수,DS투자증권
2024-04-26,130000,066570,0.45211440324783325,우려보다는 수요 회복 시그널에 집중할 시점,조대형,매수,DS투자증권
2024-04-26,230000,000660,0.9807583689689636,이 시점에 더 반가운 NAND 흑전,이수림,매수,DS투자증권
2024-04-26,300000,005380,0.8978579640388489,"환율 한 스푼, 믹스 두 스푼",최태용,매수,DS투자증권
2024-04-29,290000,012330,0.0748077854514122,"1Q24P Re  영업이익 5,427억원으로 컨센서스 하회",최태용,매수,DS투자증권
2024-04-29,57000,055550,0.9825411438941956,"모아지는 추진력, 이익 + 자본여력 + 리스크 해소",나민욱,매수,DS투자증권
2024-04-29,72000,086790,0.866580605506897,예상을 뛰어넘는 분기 실적,나민욱,매수,DS투자증권
2024-04-29,150000,000270,0.9511783123016357,이대로만 가길 바라는 마음,최태용,매수,DS투자증권
2024-04-30,200000,009150,0.9735445380210876,빠르게 회복 중,조대형,매수,DS투자증권
2024-04-30,16000,024110,0.9109150171279907,안정적인 이익 체력을 증명,나민욱,매수,DS투자증권
2024-05-02,109000,005930,0.22347836196422577,반도체는 그냥 좋아,이수림,매수,DS투자증권
2024-05-07,270000,035420,0.3987196683883667,돋보였던 DA와 비용 효율화로 호실적 기록,나민욱,매수,DS투자증권
2024-05-07,190000,000150,0.9661732316017151,전자 BG 가치만 1.5조원,김수현,매수,DS투자증권
2024-05-09,38000,323410,0.30022305250167847,은행보다는 플랫폼으로 볼 필요,나민욱,매수,DS투자증권
2024-05-10,69000,035720,0.03555327653884888,불확실성이 남아 있는 구간,나민욱,매수,DS투자증권
2024-05-24,170000,001040,0.6676470041275024,ESG 중심의 경영 전략,김수현,매수,DS투자증권
2024-05-27,68000,241560,0.7885090112686157,13억 달러의 현금과 성장 모멘텀 발생,양형모,매수,DS투자증권
2024-05-28,165000,009540,0.7406439185142517,1.8조원 순현금과 저평가된 자회사 가치,양형모,매수,DS투자증권
2024-05-30,200000,034730,0.18204042315483093,Update  과도한 주가 하락과 시장의 우려 지속,김수현,매수,DS투자증권
2024-06-12,270000,068270,0.9712134003639221,우주의 기운이 에게 모인다,김민정,매수,DS투자증권
2024-06-24,290000,000660,0.9843786358833313,가보지 않은 길,이수림,매수,DS투자증권
2024-06-25,109000,005930,0.5792539715766907,업사이클의 지속,이수림,매수,DS투자증권
2024-07-02,1000000,207940,0.9861134886741638,2Q24Pre  고환율 수혜주,김민정,매수,DS투자증권
2024-07-11,270000,068270,0.9471502900123596,2Q24 Pre  시밀러 본업성장도 견조,김민정,매수,DS투자증권
2024-07-11,400000,128940,0.8799625039100647,거버넌스 이슈로 인한 주가하락 과다,김민정,매수,DS투자증권
2024-07-16,290000,012330,0.4972606301307678,AS 호조 지속,최태용,매수,DS투자증권
2024-07-16,340000,005380,0.9642356634140015,미국이 견인한 호실적 예상,최태용,매수,DS투자증권
2024-07-24,105000,105560,0.9319560527801514,기대를 아득히 뛰어 넘는 실적,나민욱,매수,DS투자증권
2024-07-25,1000000,207940,0.46834510564804077,2Q24 Re  고환율의 영향을 입증한 분기 실적,김민정,매수,DS투자증권
2024-07-25,350000,011070,0.980111300945282,좋을 일만 남았다,조대형,매수,DS투자증권
2024-07-26,400000,373220,0.0627044066786766,눈높이 조정 완료,최태용,매수,DS투자증권
2024-07-26,290000,000660,0.9401836395263672,달라진 건 없다,이수림,매수,DS투자증권
2024-07-26,32000,009830,0.23067063093185425,리스크 요인들이 하나씩 걷어내지는 중,안주원,매수,DS투자증권
2024-07-26,270000,010120,0.9381466507911682,"분기 이익 1,000억원 상회",안주원,매수,DS투자증권
2024-07-26,340000,005380,0.9478281736373901,분기 최대 이익 갱신,최태용,매수,DS투자증권
2024-07-26,130000,066570,0.975227415561676,체질 개선의 시작,조대형,매수,DS투자증권
2024-07-26,18000,316140,0.9147855043411255,호실적과 우려의 해소,나민욱,매수,DS투자증권
2024-07-29,150000,000270,0.0861358493566513,Top Tier급 이익체력 증명,최태용,매수,DS투자증권
2024-07-29,72000,055550,0.9800273776054382,돋보이는 기업가치 제고 의지,나민욱,매수,DS투자증권
2024-07-29,290000,003670,0.06918107718229294,속도 조절,최태용,매수,DS투자증권
2024-07-29,76000,086790,0.7549114227294922,자본비율 관리가 더욱 중요해질 전망,나민욱,매수,DS투자증권
2024-07-30,190000,000150,0.9440867304801941,AI 사업 모멘텀과 지배구조 개편 성공 시 수혜,김수현,Buy,DS투자증권
2024-07-31,400000,128940,0.9037274718284607,2Q24 Re  견조한 실적,김민정,매수,DS투자증권
2024-07-31,540000,006400,0.08594284951686859,CAPEX 투자 유지,최태용,매수,DS투자증권
2024-08-01,109000,005930,0.8435843586921692,두려움은 기회가 된다,이수림,매수,DS투자증권
2024-08-08,270000,068270,0.9783292412757874,2Q24Re  탄탄한 본업 성장이 바탕,김민정,매수,DS투자증권
2024-08-08,30000,323410,0.8864462971687317,포트폴리오 확장 중,나민욱,매수,DS투자증권
2024-08-09,58000,035720,0.07850774377584457,확인이 필요한 시간,나민욱,매수,DS투자증권
2024-08-12,240000,035420,0.05965448543429375,긍정과 부정의 혼재,나민욱,매수,DS투자증권
2024-08-13,140000,066970,0.6009572148323059,반등 모멘텀을 기대,최태용,매수,DS투자증권
2024-08-16,200000,034730,0.6797041893005371,구조조정과 Rebalancing 진행 중,김수현,매수,DS투자증권
2024-08-16,180000,001040,0.7741382122039795,올리브영 피크아웃 우려…아직 한참 멀었다,김수현,매수,DS투자증권
2024-08-16,97000,003550,0.12385652959346771,자사주 활용 방향성이 기폭제,김수현,매수,DS투자증권
2024-08-27,42000,042660,0.06647884845733643,기간 조정 끝! 9월부터 수주 증가할 전망,양형모,매수,DS투자증권
2024-08-30,230000,329180,0.13190647959709167,시리즈 발주 증가와 신조선가 상승,양형모,매수,DS투자증권
2024-09-05,135000,010620,0.8293565511703491,피크아웃을 논하기엔 아직 멀었다,양형모,매수,DS투자증권
2024-09-13,12000,010140,0.898047685623169,2026년 영업이익 1.3조원 전망,양형모,매수,DS투자증권
2024-09-19,220000,034730,0.8136172890663147,"경쟁력 있는 CDMO, 여기에도 있다",김수현,매수,DS투자증권
2024-09-24,290000,000660,0.23168911039829254,HBM은 타격 없음,이수림,매수,DS투자증권
2024-09-24,93000,005930,0.023770056664943695,레거시 수요 부진과 일회성 비용 반영,이수림,매수,DS투자증권
2024-10-11,540000,006400,0.1350415050983429,"컨센서스 하회 예상, 근데 이제 매각을 곁들인",최태용,매수,DS투자증권
2024-10-15,290000,003670,0.054695989936590195,피어 대비 양호한 실적 예상,최태용,매수,DS투자증권
2024-10-16,250000,000150,0.9769691824913025,전자 BG 가치 추가 상향 조정,김수현,매수,DS투자증권
2024-10-24,1300000,207940,0.9825002551078796,3Q24 Re  우호적 환율 효과에 따른 가이던스 상향,김민정,매수,DS투자증권
2024-10-24,270000,011070,0.08350873738527298,본 게임은 25년,조대형,매수,DS투자증권
2024-10-24,270000,011070,0.08350873738527298,본 게임은 25년,김진형,매수,DS투자증권
2024-10-25,290000,000660,0.9141229391098022,3Q24 Re  수요 불안 속 더욱 빛나는 HBM의 약진,이수림,매수,DS투자증권
2024-10-25,290000,000660,0.9141229391098022,3Q24 Re  수요 불안 속 더욱 빛나는 HBM의 약진,김진형,매수,DS투자증권
2024-10-25,340000,005380,0.6838277578353882,경상적 이익에 주목,최태용,매수,DS투자증권
2024-10-25,110000,105560,0.9233241081237793,남들과는 다른 길,나민욱,매수,DS투자증권
2024-10-25,130000,066570,0.47363343834877014,실적으로 나타나는 구조 개선 효과,조대형,매수,DS투자증권
2024-10-25,130000,066570,0.47363343834877014,실적으로 나타나는 구조 개선 효과,김진형,매수,DS투자증권
2024-10-25,12000,010140,0.352978378534317,중국 조선소 캐파는 증가하지 않았다,양형모,매수,DS투자증권
2024-10-28,150000,000270,0.4903574585914612,쇼크라 쓰고 서프라이즈로 읽어야,최태용,매수,DS투자증권
2024-10-28,72000,055550,0.28678789734840393,아쉬운 일회성을 주주환원 의지로 보답,나민욱,매수,DS투자증권
2024-10-28,300000,012330,0.9428697824478149,아직 한발 더 남았던 AS의 활약,최태용,매수,DS투자증권
2024-10-28,20000,316140,0.8998726010322571,향후 더욱 중요해질 RWA 관리,나민욱,매수,DS투자증권
2024-10-29,400000,373220,0.9804014563560486,끝무렵의 끝무렵,최태용,중립,DS투자증권
2024-10-30,42000,042660,0.290571391582489,느리지만 도착지는 동일하고 모멘텀도 유효,양형모,매수,DS투자증권
2024-10-30,42000,042660,0.290571391582489,느리지만 도착지는 동일하고 모멘텀도 유효,강태호,매수,DS투자증권
2024-10-30,200000,009150,0.9687878489494324,업황 회복만 남았다,조대형,매수,DS투자증권
2024-10-30,200000,009150,0.9687878489494324,업황 회복만 남았다,김진형,매수,DS투자증권
